r2,r2_adj,cond_number,bp_p,jb_p,n_studres_gt4,diagnostic_status,column_name,family,analysis_tier
0.4550074247239292,0.44550678874642147,2.7314356808900716e+38,0.0,0.0,130,ok,free_water_like__tbss__fornix_cres_stria_terminalis_right,secondary_composite,secondary_composite
0.4035140604726343,0.3931157614237334,2.7314356808900716e+38,0.0,0.0,151,ok,free_water_like__tbss__fornix_cres_stria_terminalis_left,secondary_composite,secondary_composite
0.6520253435084287,0.6459592415270392,2.7314356808900716e+38,0.0,0.0,79,ok,free_water_like__tbss__fornix,secondary_composite,secondary_composite
0.4340156786122894,0.42414910198276834,2.7314356808900716e+38,8.946344071823888e-130,0.0,66,ok,free_water_like__tbss__genu_of_corpus_callosum,secondary_composite,secondary_composite
0.16660227962513996,0.15207399295672896,2.7314356808900716e+38,5.827821454369241e-47,0.0,186,ok,free_water_like__tbss__inferior_cerebellar_peduncle_left,secondary_composite,secondary_composite
0.19891097080356845,0.18494590853072002,2.7314356808900716e+38,4.25348195665061e-52,0.0,157,ok,free_water_like__tbss__inferior_cerebellar_peduncle_right,secondary_composite,secondary_composite
0.38031113891117474,0.36950835267956605,2.7314356808900716e+38,3.0726428473622e-10,0.0,49,ok,free_water_like__wm__inferior_fronto_occipital_fasciculus_lef,secondary_composite,secondary_composite
0.3567312927471623,0.34551744855811917,2.7314356808900716e+38,1.7268578175277118e-10,0.0,41,ok,free_water_like__wm__inferior_fronto_occipital_fasciculus_rig,secondary_composite,secondary_composite
0.14603488339669057,0.1311480535968017,2.7314356808900716e+38,3.893299084911542e-29,0.0,173,ok,free_water_like__tbss__medial_lemniscus_left,secondary_composite,secondary_composite
0.3638873262864467,0.3527982303467997,2.7314356808900716e+38,5.091093593348637e-08,0.0,54,ok,free_water_like__wm__inferior_longitudinal_fasciculus_right,secondary_composite,secondary_composite
0.38548550519422276,0.3747729216051815,2.7314356808900716e+38,1.269516197261932e-16,0.0,60,ok,free_water_like__wm__inferior_longitudinal_fasciculus_left,secondary_composite,secondary_composite
0.1722228375434014,0.15779253179655583,2.7314356808900716e+38,1.2115430354396262e-24,0.0,55,ok,free_water_like__wm__medial_lemniscus_left,secondary_composite,secondary_composite
